dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,pred
2012-08-21,3,1,8,5,0,2,1,1,0.56,0.5303,0.83,0.0896,37.31729957894347
2012-08-21,3,1,8,6,0,2,1,1,0.56,0.5303,0.83,0.1045,158.16015169943762
2012-08-21,3,1,8,7,0,2,1,1,0.6,0.5758,0.78,0.1045,398.23132884182445
2012-08-21,3,1,8,8,0,2,1,1,0.6,0.5758,0.78,0.1343,615.6933144690087
2012-08-21,3,1,8,9,0,2,1,1,0.64,0.6061,0.69,0.0,324.06730459053716
2012-08-21,3,1,8,10,0,2,1,1,0.66,0.6212,0.61,0.1045,219.40149004174424
2012-08-21,3,1,8,11,0,2,1,1,0.7,0.6515,0.54,0.0,237.97518067049643
2012-08-21,3,1,8,12,0,2,1,1,0.72,0.6515,0.45,0.0,285.0710130231723
2012-08-21,3,1,8,13,0,2,1,1,0.74,0.6515,0.4,0.0,277.41383792248877
2012-08-21,3,1,8,14,0,2,1,1,0.76,0.6667,0.37,0.0896,268.8407510347877
2012-08-21,3,1,8,15,0,2,1,1,0.76,0.6667,0.37,0.0,277.90143188239284
2012-08-21,3,1,8,16,0,2,1,1,0.76,0.6667,0.37,0.0,414.5525507694659
2012-08-21,3,1,8,17,0,2,1,1,0.74,0.6667,0.51,0.2836,768.0830413160738
2012-08-21,3,1,8,18,0,2,1,1,0.72,0.6667,0.54,0.2239,769.4243745626945
2012-08-21,3,1,8,19,0,2,1,3,0.62,0.5909,0.73,0.1045,431.7477080888648
2012-08-21,3,1,8,20,0,2,1,1,0.64,0.6061,0.73,0.0,370.17724990610475
2012-08-21,3,1,8,21,0,2,1,1,0.64,0.6061,0.73,0.0,287.90862920799987
2012-08-21,3,1,8,22,0,2,1,1,0.64,0.5909,0.78,0.0,220.2582850488392
2012-08-21,3,1,8,23,0,2,1,1,0.62,0.5758,0.83,0.0,126.23388338876987
2012-08-22,3,1,8,0,0,3,1,1,0.62,0.5758,0.83,0.1045,42.73622895255423
2012-08-22,3,1,8,1,0,3,1,1,0.62,0.5909,0.78,0.0,24.556468137198692
2012-08-22,3,1,8,2,0,3,1,1,0.62,0.5909,0.78,0.0,17.659029053204407
2012-08-22,3,1,8,3,0,3,1,1,0.62,0.5909,0.78,0.0,17.313589717157054
2012-08-22,3,1,8,4,0,3,1,1,0.58,0.5455,0.83,0.1045,17.570089033558837
2012-08-22,3,1,8,5,0,3,1,1,0.6,0.5758,0.78,0.0,46.48931397296431
2012-08-22,3,1,8,6,0,3,1,1,0.62,0.5909,0.73,0.0,157.1542531371399
2012-08-22,3,1,8,7,0,3,1,1,0.62,0.5909,0.78,0.0,389.1753423509432
2012-08-22,3,1,8,8,0,3,1,1,0.64,0.6061,0.73,0.0896,582.6190339806902
2012-08-22,3,1,8,9,0,3,1,1,0.68,0.6364,0.65,0.0,334.4664285217425
2012-08-22,3,1,8,10,0,3,1,1,0.7,0.6515,0.61,0.0896,218.73440245683187
2012-08-22,3,1,8,11,0,3,1,1,0.72,0.6667,0.58,0.0896,234.83122001424366
2012-08-22,3,1,8,12,0,3,1,1,0.74,0.6667,0.51,0.0,273.94519705131773
2012-08-22,3,1,8,13,0,3,1,1,0.76,0.6818,0.48,0.1045,269.1868428441745
2012-08-22,3,1,8,14,0,3,1,1,0.76,0.6818,0.45,0.1045,262.0960278325914
2012-08-22,3,1,8,15,0,3,1,1,0.76,0.6818,0.48,0.1343,277.5259219504791
2012-08-22,3,1,8,16,0,3,1,3,0.74,0.6818,0.55,0.2239,346.0940147444202
2012-08-22,3,1,8,17,0,3,1,3,0.74,0.6818,0.55,0.2239,717.0746109796274
2012-08-22,3,1,8,18,0,3,1,3,0.66,0.6212,0.61,0.2239,722.219968310963
2012-08-22,3,1,8,19,0,3,1,2,0.66,0.6212,0.74,0.0,481.26396348712444
2012-08-22,3,1,8,20,0,3,1,1,0.64,0.6061,0.73,0.194,370.1918419443463
2012-08-22,3,1,8,21,0,3,1,1,0.64,0.6061,0.73,0.0,285.2596433591372
2012-08-22,3,1,8,22,0,3,1,1,0.64,0.6061,0.73,0.0,221.12991061834038
2012-08-22,3,1,8,23,0,3,1,1,0.64,0.5758,0.83,0.0,132.99257226487762
2012-08-23,3,1,8,0,0,4,1,1,0.64,0.5909,0.78,0.0,44.42282646193895
2012-08-23,3,1,8,1,0,4,1,1,0.62,0.5758,0.83,0.0,26.60257291601379
2012-08-23,3,1,8,2,0,4,1,1,0.62,0.5758,0.83,0.0,18.123350452654638
2012-08-23,3,1,8,3,0,4,1,1,0.62,0.5758,0.83,0.0896,17.410850605833645
2012-08-23,3,1,8,4,0,4,1,1,0.62,0.5758,0.83,0.0,17.410850605833645
2012-08-23,3,1,8,5,0,4,1,1,0.62,0.5758,0.83,0.0,46.586574861640905
2012-08-23,3,1,8,6,0,4,1,2,0.6,0.5455,0.88,0.0896,134.72768948455783
2012-08-23,3,1,8,7,0,4,1,2,0.62,0.5758,0.83,0.0896,361.18494607572427
2012-08-23,3,1,8,8,0,4,1,2,0.66,0.6212,0.74,0.0896,542.7624087687786
2012-08-23,3,1,8,9,0,4,1,2,0.7,0.6515,0.7,0.0,308.34169722421234
2012-08-23,3,1,8,10,0,4,1,1,0.74,0.6818,0.58,0.0896,218.04395331233343
2012-08-23,3,1,8,11,0,4,1,1,0.76,0.6818,0.48,0.0896,238.91130330483475
2012-08-23,3,1,8,12,0,4,1,1,0.78,0.6818,0.38,0.0,277.21410822668247
2012-08-23,3,1,8,13,0,4,1,1,0.82,0.7273,0.38,0.0896,272.31949929586597
2012-08-23,3,1,8,14,0,4,1,1,0.78,0.697,0.46,0.2239,261.5475116947004
2012-08-23,3,1,8,15,0,4,1,1,0.78,0.697,0.46,0.1343,278.19167855954146
2012-08-23,3,1,8,16,0,4,1,1,0.76,0.6818,0.48,0.1642,417.0589636094864
2012-08-23,3,1,8,17,0,4,1,1,0.76,0.6818,0.45,0.2239,774.5564626506587
2012-08-23,3,1,8,18,0,4,1,1,0.74,0.6667,0.48,0.2239,765.4294782547797
2012-08-23,3,1,8,19,0,4,1,1,0.72,0.6667,0.51,0.0896,540.9947088148033
2012-08-23,3,1,8,20,0,4,1,1,0.7,0.6515,0.61,0.1045,390.0015259365958
2012-08-23,3,1,8,21,0,4,1,1,0.7,0.6515,0.61,0.1343,303.33914619483124
2012-08-23,3,1,8,22,0,4,1,2,0.68,0.6364,0.61,0.1045,230.62536587264012
2012-08-23,3,1,8,23,0,4,1,2,0.66,0.6212,0.69,0.0,183.19508732749782
2012-08-24,3,1,8,0,0,5,1,2,0.66,0.6212,0.69,0.0,66.81049505065472
2012-08-24,3,1,8,1,0,5,1,2,0.64,0.6061,0.73,0.0,44.811711491580155
2012-08-24,3,1,8,2,0,5,1,1,0.66,0.6212,0.69,0.0,34.43882180073104
2012-08-24,3,1,8,3,0,5,1,1,0.64,0.6061,0.73,0.0,29.026459986498462
2012-08-24,3,1,8,4,0,5,1,2,0.64,0.6061,0.73,0.0,31.93085922090279
2012-08-24,3,1,8,5,0,5,1,1,0.64,0.5909,0.78,0.0,46.45815761771833
2012-08-24,3,1,8,6,0,5,1,2,0.62,0.5758,0.83,0.0,145.42644899769155
2012-08-24,3,1,8,7,0,5,1,2,0.64,0.5909,0.78,0.0,376.7137809279099
2012-08-24,3,1,8,8,0,5,1,2,0.66,0.6212,0.74,0.0,621.814961987695
2012-08-24,3,1,8,9,0,5,1,2,0.72,0.6667,0.58,0.0,396.5261157642643
2012-08-24,3,1,8,10,0,5,1,2,0.76,0.6818,0.48,0.0,337.08135783881096
2012-08-24,3,1,8,11,0,5,1,2,0.76,0.6818,0.48,0.1045,356.78043913278697
2012-08-24,3,1,8,12,0,5,1,2,0.76,0.6818,0.45,0.0896,430.807500146651
2012-08-24,3,1,8,13,0,5,1,2,0.8,0.7121,0.41,0.1045,426.82237890122536
2012-08-24,3,1,8,14,0,5,1,1,0.78,0.697,0.43,0.1045,427.5617176135402
2012-08-24,3,1,8,15,0,5,1,2,0.76,0.6818,0.48,0.1343,434.8173767294408
2012-08-24,3,1,8,16,0,5,1,2,0.76,0.6818,0.48,0.1343,552.6573207420528
2012-08-24,3,1,8,17,0,5,1,2,0.74,0.6667,0.51,0.2239,764.551720840005
2012-08-24,3,1,8,18,0,5,1,2,0.72,0.6818,0.62,0.194,735.4540964396925
2012-08-24,3,1,8,19,0,5,1,2,0.72,0.6667,0.58,0.1642,544.6825002327649
2012-08-24,3,1,8,20,0,5,1,2,0.7,0.6515,0.65,0.2239,391.1801732534038
2012-08-24,3,1,8,21,0,5,1,2,0.7,0.6515,0.61,0.1642,340.6338477911432
2012-08-24,3,1,8,22,0,5,1,2,0.7,0.6515,0.61,0.0,303.7218030222879
2012-08-24,3,1,8,23,0,5,1,2,0.68,0.6364,0.69,0.0896,269.1504834074411
2012-08-25,3,1,8,0,0,6,0,2,0.7,0.6515,0.61,0.0,114.82937826133983
2012-08-25,3,1,8,1,0,6,0,2,0.68,0.6364,0.69,0.0,99.76208838104415
2012-08-25,3,1,8,2,0,6,0,2,0.66,0.6212,0.74,0.0896,82.58745287126591
2012-08-25,3,1,8,3,0,6,0,1,0.66,0.6212,0.69,0.0896,50.66378452331766
2012-08-25,3,1,8,4,0,6,0,2,0.66,0.6212,0.69,0.1045,41.421216789627294
2012-08-25,3,1,8,5,0,6,0,2,0.64,0.6061,0.73,0.1642,42.29473756303831
2012-08-25,3,1,8,6,0,6,0,2,0.64,0.5909,0.78,0.1642,58.80571291422817
2012-08-25,3,1,8,7,0,6,0,2,0.64,0.5909,0.78,0.194,183.44253443943234
2012-08-25,3,1,8,8,0,6,0,2,0.66,0.6212,0.74,0.2537,292.6778401434309
2012-08-25,3,1,8,9,0,6,0,2,0.68,0.6364,0.69,0.2836,318.307141245325
2012-08-25,3,1,8,10,0,6,0,2,0.7,0.6515,0.65,0.2985,439.64030078534205
2012-08-25,3,1,8,11,0,6,0,2,0.72,0.6818,0.62,0.2836,536.9987774057474
2012-08-25,3,1,8,12,0,6,0,3,0.72,0.6667,0.54,0.3881,526.3682333793146
2012-08-25,3,1,8,13,0,6,0,2,0.72,0.6667,0.51,0.3582,621.014701708575
2012-08-25,3,1,8,14,0,6,0,3,0.66,0.6212,0.65,0.2537,505.5084131906343
2012-08-25,3,1,8,15,0,6,0,2,0.64,0.6061,0.73,0.3284,564.6732610493302
2012-08-25,3,1,8,16,0,6,0,2,0.66,0.6212,0.74,0.2985,529.8993131089361
2012-08-25,3,1,8,17,0,6,0,2,0.66,0.6212,0.74,0.3284,518.0521167543899
2012-08-25,3,1,8,18,0,6,0,2,0.66,0.6212,0.69,0.4627,463.4305127892875
2012-08-25,3,1,8,19,0,6,0,2,0.64,0.5909,0.78,0.2985,408.765931204933
2012-08-25,3,1,8,20,0,6,0,3,0.62,0.5758,0.83,0.2537,214.33352313730893
2012-08-25,3,1,8,21,0,6,0,1,0.62,0.5758,0.83,0.3582,250.7520955954739
2012-08-25,3,1,8,22,0,6,0,1,0.62,0.5758,0.83,0.3582,205.11296910140786
2012-08-25,3,1,8,23,0,6,0,2,0.62,0.5758,0.83,0.2537,168.44285542929185
2012-08-26,3,1,8,0,0,0,0,1,0.64,0.5758,0.89,0.2537,98.45953958596957
2012-08-26,3,1,8,1,0,0,0,1,0.64,0.5758,0.89,0.194,89.13586987393934
2012-08-26,3,1,8,2,0,0,0,2,0.64,0.5758,0.89,0.2239,65.25351060364352
2012-08-26,3,1,8,3,0,0,0,2,0.64,0.5758,0.89,0.2537,28.69135706716403
2012-08-26,3,1,8,4,0,0,0,2,0.64,0.5758,0.89,0.194,27.186008999119466
2012-08-26,3,1,8,5,0,0,0,1,0.64,0.5758,0.89,0.194,23.038044683608515
2012-08-26,3,1,8,6,0,0,0,1,0.62,0.5606,0.88,0.2985,21.2480361683181
2012-08-26,3,1,8,7,0,0,0,1,0.64,0.5758,0.89,0.194,76.8555027943342
2012-08-26,3,1,8,8,0,0,0,1,0.68,0.6364,0.79,0.2836,170.30536464999636
2012-08-26,3,1,8,9,0,0,0,1,0.68,0.6364,0.79,0.2537,226.3002574536947
2012-08-26,3,1,8,10,0,0,0,1,0.74,0.697,0.66,0.3881,347.48049278187455
2012-08-26,3,1,8,11,0,0,0,1,0.74,0.697,0.66,0.3582,441.41045047278897
2012-08-26,3,1,8,12,0,0,0,3,0.72,0.697,0.74,0.3582,368.39346709637266
2012-08-26,3,1,8,13,0,0,0,3,0.66,0.6061,0.78,0.4179,353.3794565445546
2012-08-26,3,1,8,14,0,0,0,1,0.64,0.5758,0.89,0.1045,421.538560924422
2012-08-26,3,1,8,15,0,0,0,3,0.64,0.5758,0.89,0.2836,226.84629002671736
2012-08-26,3,1,8,16,0,0,0,3,0.64,0.5758,0.89,0.2836,221.59563903320952
2012-08-26,3,1,8,17,0,0,0,1,0.64,0.5758,0.89,0.2239,393.950950745028
2012-08-26,3,1,8,18,0,0,0,2,0.64,0.5758,0.89,0.0896,380.394463408983
2012-08-26,3,1,8,19,0,0,0,2,0.64,0.5758,0.89,0.1642,339.50335329667206
2012-08-26,3,1,8,20,0,0,0,1,0.64,0.5758,0.89,0.1642,256.27169383842767
2012-08-26,3,1,8,21,0,0,0,1,0.64,0.5758,0.83,0.1343,201.20370709732418
2012-08-26,3,1,8,22,0,0,0,1,0.62,0.5606,0.88,0.0896,145.53851244404567
2012-08-26,3,1,8,23,0,0,0,1,0.62,0.5758,0.83,0.0896,116.07112757131897
2012-08-27,3,1,8,0,0,1,1,1,0.62,0.5758,0.83,0.0,42.96053349133892
2012-08-27,3,1,8,1,0,1,1,1,0.62,0.5606,0.88,0.0896,24.854986307729373
2012-08-27,3,1,8,2,0,1,1,1,0.62,0.5606,0.88,0.1343,18.759017516441364
2012-08-27,3,1,8,3,0,1,1,1,0.62,0.5606,0.88,0.0896,17.947929450066308
2012-08-27,3,1,8,4,0,1,1,1,0.62,0.5758,0.83,0.0,17.199590471423885
2012-08-27,3,1,8,5,0,1,1,1,0.62,0.5606,0.88,0.0,36.781022488855754
2012-08-27,3,1,8,6,0,1,1,1,0.62,0.5606,0.88,0.0,125.63901885204366
2012-08-27,3,1,8,7,0,1,1,1,0.66,0.6061,0.83,0.0,345.82262185371496
2012-08-27,3,1,8,8,0,1,1,1,0.66,0.6061,0.83,0.0896,539.9699993846862
2012-08-27,3,1,8,9,0,1,1,1,0.66,0.6061,0.83,0.1045,299.1140123648559
2012-08-27,3,1,8,10,0,1,1,1,0.72,0.697,0.74,0.1343,214.61672041986512
2012-08-27,3,1,8,11,0,1,1,1,0.74,0.697,0.66,0.194,223.93630509400978
2012-08-27,3,1,8,12,0,1,1,1,0.76,0.7121,0.62,0.0,266.31882407276214
2012-08-27,3,1,8,13,0,1,1,1,0.76,0.7121,0.57,0.1642,259.8007626199534
2012-08-27,3,1,8,14,0,1,1,1,0.8,0.7424,0.49,0.0896,257.8796926156198
2012-08-27,3,1,8,15,0,1,1,1,0.8,0.7576,0.55,0.2985,260.9780984934165
2012-08-27,3,1,8,16,0,1,1,1,0.8,0.7576,0.55,0.2537,392.91199277274876
2012-08-27,3,1,8,17,0,1,1,1,0.8,0.7273,0.46,0.2239,764.4296125378877
2012-08-27,3,1,8,18,0,1,1,1,0.78,0.7121,0.52,0.2537,751.5899625283971
2012-08-27,3,1,8,19,0,1,1,1,0.74,0.697,0.7,0.2239,514.4765559537868
2012-08-27,3,1,8,20,0,1,1,1,0.74,0.697,0.7,0.194,362.83998178478333
2012-08-27,3,1,8,21,0,1,1,1,0.72,0.697,0.74,0.194,271.08626168120867
2012-08-27,3,1,8,22,0,1,1,1,0.7,0.6667,0.84,0.194,195.91370854333917
2012-08-27,3,1,8,23,0,1,1,1,0.7,0.6667,0.84,0.1642,140.38060289526305
2012-08-28,3,1,8,0,0,2,1,1,0.7,0.6667,0.84,0.2537,40.62602733901386
2012-08-28,3,1,8,1,0,2,1,1,0.68,0.6364,0.89,0.194,29.551023015097584
2012-08-28,3,1,8,2,0,2,1,1,0.68,0.6364,0.83,0.2537,20.363615273854503
2012-08-28,3,1,8,3,0,2,1,1,0.66,0.5909,0.89,0.1343,20.390244064440274
2012-08-28,3,1,8,4,0,2,1,1,0.66,0.6061,0.83,0.1343,23.005279525000397
2012-08-28,3,1,8,5,0,2,1,2,0.66,0.6061,0.83,0.0896,49.02632971933752
2012-08-28,3,1,8,6,0,2,1,2,0.66,0.5909,0.89,0.1045,136.45221888235574
2012-08-28,3,1,8,7,0,2,1,2,0.66,0.6061,0.83,0.1045,352.5046672747728
2012-08-28,3,1,8,8,0,2,1,2,0.66,0.6212,0.85,0.1045,533.267604732885
2012-08-28,3,1,8,9,0,2,1,2,0.7,0.6667,0.79,0.1642,311.67119891004074
2012-08-28,3,1,8,10,0,2,1,1,0.74,0.6818,0.62,0.2537,213.30849241779094
2012-08-28,3,1,8,11,0,2,1,1,0.78,0.7273,0.55,0.2537,229.2084741011785
2012-08-28,3,1,8,12,0,2,1,1,0.8,0.7424,0.49,0.2836,267.48917064654296
2012-08-28,3,1,8,13,0,2,1,1,0.82,0.7424,0.43,0.2985,264.998368679453
2012-08-28,3,1,8,14,0,2,1,1,0.84,0.7424,0.38,0.3284,258.1013107175187
2012-08-28,3,1,8,15,0,2,1,1,0.82,0.7273,0.34,0.2985,284.9752859155687
2012-08-28,3,1,8,16,0,2,1,1,0.82,0.7121,0.33,0.3284,415.8738377316904
2012-08-28,3,1,8,17,0,2,1,1,0.8,0.697,0.35,0.3881,786.5716670353603
2012-08-28,3,1,8,18,0,2,1,1,0.78,0.697,0.4,0.2537,762.6708628842782
2012-08-28,3,1,8,19,0,2,1,1,0.74,0.6667,0.45,0.1642,548.6741246099722
2012-08-28,3,1,8,20,0,2,1,1,0.72,0.6667,0.48,0.1045,385.60649081595494
2012-08-28,3,1,8,21,0,2,1,1,0.72,0.6667,0.48,0.0896,298.15296859728056
2012-08-28,3,1,8,22,0,2,1,1,0.7,0.6515,0.54,0.0,229.58722799231165
2012-08-28,3,1,8,23,0,2,1,1,0.68,0.6364,0.57,0.0,168.62609841483092
2012-08-29,3,1,8,0,0,3,1,1,0.66,0.6212,0.69,0.0,47.66014813602886
2012-08-29,3,1,8,1,0,3,1,1,0.64,0.6061,0.69,0.1343,27.826753285130476
2012-08-29,3,1,8,2,0,3,1,1,0.62,0.5909,0.73,0.1343,17.786373999014266
2012-08-29,3,1,8,3,0,3,1,1,0.62,0.5909,0.73,0.1045,17.313589717157054
2012-08-29,3,1,8,4,0,3,1,1,0.6,0.5909,0.73,0.2239,11.220814546063176
2012-08-29,3,1,8,5,0,3,1,1,0.6,0.5909,0.73,0.194,46.04910196228285
2012-08-29,3,1,8,6,0,3,1,1,0.6,0.5909,0.73,0.194,156.7140411264584
2012-08-29,3,1,8,7,0,3,1,1,0.64,0.6061,0.65,0.0896,393.3812866205225
2012-08-29,3,1,8,8,0,3,1,1,0.66,0.6212,0.61,0.1642,598.9954259589002
2012-08-29,3,1,8,9,0,3,1,1,0.7,0.6515,0.51,0.194,330.0378730113754
2012-08-29,3,1,8,10,0,3,1,1,0.72,0.6667,0.48,0.1642,215.8282826802189
2012-08-29,3,1,8,11,0,3,1,1,0.72,0.6515,0.45,0.0,245.78442594073857
2012-08-29,3,1,8,12,0,3,1,1,0.76,0.6818,0.4,0.0,275.5339343798155
2012-08-29,3,1,8,13,0,3,1,1,0.74,0.6667,0.42,0.0,269.1868428441745
2012-08-29,3,1,8,14,0,3,1,1,0.76,0.6818,0.4,0.0896,263.68476516108916
2012-08-29,3,1,8,15,0,3,1,1,0.76,0.6818,0.4,0.194,277.45864596449917
2012-08-29,3,1,8,16,0,3,1,1,0.76,0.6667,0.37,0.1343,414.31752279837764
2012-08-29,3,1,8,17,0,3,1,1,0.78,0.6818,0.35,0.2239,773.3271792247859
2012-08-29,3,1,8,18,0,3,1,1,0.74,0.6667,0.42,0.1642,782.5726499118431
2012-08-29,3,1,8,19,0,3,1,1,0.7,0.6515,0.54,0.194,540.0638215586428
2012-08-29,3,1,8,20,0,3,1,1,0.68,0.6364,0.57,0.0,386.3732846375535
2012-08-29,3,1,8,21,0,3,1,1,0.66,0.6212,0.54,0.1045,300.4205390096113
2012-08-29,3,1,8,22,0,3,1,1,0.66,0.6212,0.54,0.0,233.44856495291398
2012-08-29,3,1,8,23,0,3,1,1,0.66,0.6212,0.57,0.0,171.59670458881203
2012-08-30,3,1,8,0,0,4,1,1,0.64,0.6061,0.69,0.0,47.925273933491255
2012-08-30,3,1,8,1,0,4,1,1,0.64,0.6061,0.65,0.0,29.74551311813571
2012-08-30,3,1,8,2,0,4,1,1,0.62,0.5909,0.73,0.0,18.123350452654638
2012-08-30,3,1,8,3,0,4,1,1,0.62,0.5909,0.73,0.0,17.410850605833645
2012-08-30,3,1,8,4,0,4,1,1,0.62,0.5909,0.73,0.0,17.410850605833645
2012-08-30,3,1,8,5,0,4,1,1,0.62,0.5909,0.73,0.0,46.586574861640905
2012-08-30,3,1,8,6,0,4,1,1,0.6,0.5606,0.83,0.1642,151.9499520481436
2012-08-30,3,1,8,7,0,4,1,1,0.64,0.6061,0.73,0.0,379.344662615686
2012-08-30,3,1,8,8,0,4,1,1,0.66,0.6212,0.65,0.0,599.1029929511906
2012-08-30,3,1,8,9,0,4,1,1,0.7,0.6515,0.58,0.0,324.6863520927446
2012-08-30,3,1,8,10,0,4,1,1,0.72,0.6667,0.54,0.0,218.53843085188618
2012-08-30,3,1,8,11,0,4,1,1,0.76,0.6818,0.4,0.0896,240.50004063333253
2012-08-30,3,1,8,12,0,4,1,1,0.76,0.6818,0.45,0.1343,276.5008284775558
2012-08-30,3,1,8,13,0,4,1,1,0.76,0.6818,0.48,0.1045,271.9282836552833
2012-08-30,3,1,8,14,0,4,1,1,0.76,0.6818,0.48,0.1343,265.71292622307124
2012-08-30,3,1,8,15,0,4,1,1,0.8,0.7273,0.46,0.1642,277.2821908741506
2012-08-30,3,1,8,16,0,4,1,1,0.8,0.7273,0.43,0.1642,413.26427695321104
2012-08-30,3,1,8,17,0,4,1,1,0.82,0.7273,0.34,0.2239,762.4771816766706
2012-08-30,3,1,8,18,0,4,1,1,0.8,0.7121,0.38,0.1343,770.0280688735797
2012-08-30,3,1,8,19,0,4,1,1,0.76,0.6818,0.48,0.1343,546.5289608919662
2012-08-30,3,1,8,20,0,4,1,1,0.74,0.6818,0.58,0.1642,392.618380782486
2012-08-30,3,1,8,21,0,4,1,1,0.72,0.6818,0.66,0.1343,297.5294276028579
2012-08-30,3,1,8,22,0,4,1,1,0.7,0.6515,0.7,0.0,238.97910152120295
2012-08-30,3,1,8,23,0,4,1,1,0.7,0.6667,0.74,0.1045,185.41462386678646
2012-08-31,3,1,8,0,0,5,1,1,0.68,0.6364,0.83,0.1642,68.68934913238307
2012-08-31,3,1,8,1,0,5,1,1,0.68,0.6364,0.83,0.1642,44.685404381982885
2012-08-31,3,1,8,2,0,5,1,1,0.66,0.5909,0.89,0.1343,31.50994950185817
2012-08-31,3,1,8,3,0,5,1,1,0.66,0.5909,0.89,0.1045,28.19240350729105
2012-08-31,3,1,8,4,0,5,1,1,0.64,0.5758,0.89,0.1343,26.538769471748214
2012-08-31,3,1,8,5,0,5,1,1,0.64,0.5758,0.89,0.1642,47.446252668166856
2012-08-31,3,1,8,6,0,5,1,2,0.64,0.5758,0.89,0.1642,134.40850249795614
2012-08-31,3,1,8,7,0,5,1,2,0.64,0.5758,0.89,0.0896,359.3640037057401
2012-08-31,3,1,8,8,0,5,1,2,0.7,0.6667,0.74,0.0,618.5533485898167
2012-08-31,3,1,8,9,0,5,1,1,0.74,0.697,0.7,0.0,400.68833094536024
2012-08-31,3,1,8,10,0,5,1,1,0.76,0.7121,0.62,0.0896,337.10743999375177
2012-08-31,3,1,8,11,0,5,1,1,0.86,0.7424,0.28,0.2985,349.0545071350908
2012-08-31,3,1,8,12,0,5,1,1,0.86,0.7424,0.26,0.2537,419.19423331668656
2012-08-31,3,1,8,13,0,5,1,1,0.88,0.7576,0.27,0.3284,415.69309305588706
2012-08-31,3,1,8,14,0,5,1,1,0.9,0.7727,0.25,0.2239,410.19256938432324
2012-08-31,3,1,8,15,0,5,1,1,0.9,0.7879,0.27,0.2985,410.06037478750494
2012-08-31,3,1,8,16,0,5,1,1,0.9,0.7879,0.27,0.2537,525.0173102227772
2012-08-31,3,1,8,17,0,5,1,1,0.88,0.7727,0.32,0.1642,767.6266937484683
2012-08-31,3,1,8,18,0,5,1,1,0.86,0.7576,0.36,0.2537,711.3770953336162
2012-08-31,3,1,8,19,0,5,1,1,0.8,0.7424,0.49,0.1343,546.5492138778092
2012-08-31,3,1,8,20,0,5,1,1,0.8,0.7424,0.49,0.1343,424.83495073076256
2012-08-31,3,1,8,21,0,5,1,1,0.76,0.7121,0.58,0.194,347.2572412847472
2012-08-31,3,1,8,22,0,5,1,1,0.76,0.7121,0.58,0.194,307.1903098787391
2012-08-31,3,1,8,23,0,5,1,1,0.74,0.6818,0.62,0.1045,287.02496284218915
2012-09-01,3,1,9,0,0,6,0,1,0.74,0.6818,0.62,0.1045,121.81891019925591
2012-09-01,3,1,9,1,0,6,0,1,0.72,0.697,0.74,0.1343,101.15288680035061
2012-09-01,3,1,9,2,0,6,0,1,0.7,0.6515,0.7,0.1642,87.28138941631629
2012-09-01,3,1,9,3,0,6,0,1,0.7,0.6515,0.7,0.1045,52.59873640888411
2012-09-01,3,1,9,4,0,6,0,1,0.7,0.6515,0.7,0.0,41.040124820240536
2012-09-01,3,1,9,5,0,6,0,1,0.68,0.6364,0.79,0.0,49.03400355770601
2012-09-01,3,1,9,6,0,6,0,1,0.68,0.6364,0.79,0.0,56.599127239006
2012-09-01,3,1,9,7,0,6,0,2,0.74,0.6818,0.58,0.1343,177.97827156461364
2012-09-01,3,1,9,8,0,6,0,2,0.76,0.7121,0.58,0.2537,300.8528913575519
2012-09-01,3,1,9,9,0,6,0,2,0.76,0.7121,0.58,0.194,338.36144578040427
2012-09-01,3,1,9,10,0,6,0,2,0.78,0.7273,0.55,0.194,455.03942517409797
2012-09-01,3,1,9,11,0,6,0,2,0.8,0.7576,0.55,0.2239,552.9115664019545
2012-09-01,3,1,9,12,0,6,0,2,0.8,0.7576,0.55,0.1642,631.660717655318
2012-09-01,3,1,9,13,0,6,0,2,0.82,0.7727,0.52,0.0896,627.5355579823007
2012-09-01,3,1,9,14,0,6,0,2,0.86,0.7879,0.44,0.1642,589.9544400296395
2012-09-01,3,1,9,15,0,6,0,2,0.86,0.7879,0.44,0.2836,589.0236112469867
2012-09-01,3,1,9,16,0,6,0,2,0.84,0.7879,0.49,0.1642,581.5963516240291
2012-09-01,3,1,9,17,0,6,0,2,0.82,0.7727,0.52,0.0,575.211159336349
2012-09-01,3,1,9,18,0,6,0,2,0.82,0.7727,0.52,0.0,538.3253189797447
2012-09-01,3,1,9,19,0,6,0,3,0.78,0.7424,0.62,0.0,487.58148481810036
2012-09-01,3,1,9,20,0,6,0,3,0.76,0.7273,0.67,0.2537,333.101497557726
2012-09-01,3,1,9,21,0,6,0,3,0.64,0.5758,0.89,0.0,186.71621606947733
2012-09-01,3,1,9,22,0,6,0,2,0.66,0.5909,0.89,0.0,273.0311738679458
2012-09-01,3,1,9,23,0,6,0,1,0.66,0.5909,0.89,0.0896,258.573767475095
2012-09-02,3,1,9,0,0,0,0,2,0.66,0.5909,0.89,0.0896,102.78592808899666
2012-09-02,3,1,9,1,0,0,0,1,0.66,0.5909,0.89,0.0,92.93709026654706
2012-09-02,3,1,9,2,0,0,0,1,0.66,0.5909,0.89,0.0,78.37000444248578
2012-09-02,3,1,9,3,0,0,0,1,0.66,0.5909,0.89,0.0896,41.235408727462456
